reindex,Index,CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ELEVATION (MIN.),ELEVATION (MAX.),ROCK NAME,ROCK TEXTURE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),ALTERATION,LITHOLOGY CODE,SPOT,CRYSTAL,RIM/CORE (MINERAL GRAINS),GRAIN SIZE,PRIMARY/SECONDARY,V(PPM),MN(PPM),AS(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),U(PPB),ND143_ND144,Eu/Eu* 
5761,25936,[26664] ZHANG XIN (2023),samp. LC2–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.7144,30.7144,119.2871,119.2871,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,LC2-1-9,,,,primary,6.901707796,,,,332.3164191,884.3405367,0.345802064,,0.94809096,636.1567267,1583.312013,213.9608784,1013.306289,209.4139807,15.90960121,203.9604619,28.27534346,153.7819452,31.08275428,76.8088256,9.809430122,55.32199415,7.134831339,2.880176925,,6.780399601,3.798885378,,,0.115310307
5762,25937,[26664] ZHANG XIN (2023),samp. LC2–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.7144,30.7144,119.2871,119.2871,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,LC2-1-10,,,,primary,0.212501683,,,,394.3605415,1451.12882,0.816281798,,1.000887617,1197.980735,2932.583954,405.8218581,1881.05847,390.6828226,27.67047967,374.4271639,50.14879554,274.7687101,52.42192802,127.4398024,15.94893125,88.5777918,11.48190632,3.057582869,,16.82360202,9.231090016,,,0.079982475
5763,25938,[26664] ZHANG XIN (2023),samp. LC2–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.7144,30.7144,119.2871,119.2871,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,LC2-1-11,,,,primary,0.381963777,,,,336.8009465,1089.299752,0.410088927,,0.346169711,896.1657994,2261.251804,303.9918575,1341.530269,280.2001699,19.69309951,268.4590507,36.31301095,196.3144305,38.42185578,98.82527764,12.47867338,72.4107154,9.892565467,3.402493622,,25.54910632,8.46635027,,,0.093747455
5764,25939,[26664] ZHANG XIN (2023),samp. LC2–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.7144,30.7144,119.2871,119.2871,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,LC2-1-12,,,,primary,9.415447906,,,,370.4007903,775.0560987,0.28827188,,0.733494188,713.7948669,1766.17658,230.6391365,1047.199138,206.8729566,14.40392478,196.4894508,25.98671676,139.9742086,27.3606699,66.5154193,8.295124649,43.56544614,6.151109021,3.026707111,,4.883535589,3.026721467,,,0.109030349
5765,25940,[26664] ZHANG XIN (2023),samp. LC2–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.7144,30.7144,119.2871,119.2871,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,LC2-1-13,,,,primary,0.838905655,,,,351.5510861,1084.067775,0.383065641,,0.714975617,868.2461397,2201.074928,292.2897815,1339.830914,282.0610887,19.29039521,271.4859939,37.1171131,197.5331044,39.49876366,97.13296345,11.85305989,66.66912066,8.723689779,3.02369052,,11.29180009,5.811548651,,,0.090506499
5766,25941,[26664] ZHANG XIN (2023),samp. LC2–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.7144,30.7144,119.2871,119.2871,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,LC2-1-14,,,,primary,1.158912264,,,,350.3920678,956.7784482,1.162616427,,0.841449197,726.4014874,1798.351291,244.3766261,1122.155541,239.7620907,16.07423333,235.4443966,31.52525667,174.8128715,34.41122267,85.64141055,10.52319855,61.45776355,7.67801228,2.614035805,,8.933549203,5.54597082,,,0.094321198
5767,25942,[26664] ZHANG XIN (2023),samp. LC2–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.7144,30.7144,119.2871,119.2871,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,LC2-1-15,,,,primary,7.468926495,,,,379.6422571,856.5794272,0.196979756,,0.885490097,713.9223113,1729.404466,231.1388923,1084.186613,220.4415766,16.18655797,218.2992133,28.7033295,159.5299361,30.8735261,76.04974121,9.572856708,53.12991735,7.21061676,2.759906923,,5.049079817,3.460641747,,,0.106834923
5768,25943,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-1,,,,primary,0.588670698,,,,203.9302052,1423.704572,5.157001877,,18.46653288,403.9069622,1113.440674,170.2810401,900.9553304,255.0021589,9.984856934,285.9919789,43.20831983,255.7969794,49.95204349,120.5706986,15.46388315,86.21522864,11.09099781,6.498261732,,6.679113139,3.89049817,,,0.046770684
5769,25944,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-2,,,,primary,7.109386498,,,,234.6335644,1190.992243,0.169318205,,0.243457865,437.8653644,1180.107233,168.8650358,877.2278989,231.2192159,9.255184148,266.6478477,38.44449301,228.3112577,43.1422726,106.1772026,12.72399455,68.58773626,8.7228301,2.374894279,,5.325177467,3.631610405,,,0.048830669
5770,25945,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-3,,,,primary,0.22953943,,,,218.0534538,1383.933213,0.094073717,,0.321818535,416.4381148,1155.682579,175.5119806,926.0049375,262.3485496,9.101887433,308.7545307,44.39186458,264.2694063,50.27440216,124.2710084,14.22433223,77.43654523,9.401685072,2.489123396,,4.68756168,3.789999854,,,0.038934665
5771,25946,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-4,,,,primary,4.534519326,,,,211.4648614,1615.976027,0.267042982,,0.472146101,485.814062,1380.293263,201.4965255,1075.571228,313.3015871,8.34586291,371.6313842,52.93786165,321.1401031,60.94266504,143.8141598,16.47459638,85.82921613,10.38544285,2.413419045,,7.281679971,4.488249929,,,0.027141586
5772,25947,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-5,,,,primary,0.179137508,,,,223.9683608,2064.689058,0.811285608,,0.317393179,610.5897307,1719.909893,254.1968888,1338.19402,389.4151347,13.57725545,450.8411045,66.32772765,395.1820453,74.50197315,183.5272969,21.70987737,116.979372,14.58144018,2.634100077,,15.59784866,7.238707807,,,0.032646733
5773,25948,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-6,,,,primary,0.150536079,,,,218.4413358,1529.631491,0.207440575,,0.300846211,466.86513,1282.76833,195.3264921,1020.980653,293.1723548,9.458668435,347.69264,49.66568501,297.6823945,55.50773743,133.761485,15.87432351,83.81014873,10.36443239,2.456552519,,7.917851115,4.637517342,,,0.033988395
5774,25949,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-7,,,,primary,1.019602867,,,,147.7587815,3881.747093,1.042638256,,0.227435696,665.6256154,1999.215718,318.7574049,1764.01083,545.1962897,18.5003082,646.7763423,102.1560017,632.7475268,124.4442323,326.2212708,44.09413758,257.3883894,35.50364342,3.69507835,,36.37371684,17.21798954,,,0.026206321
5775,25950,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-8,,,,primary,0.264376893,,,,230.0639803,1330.562053,0.148910221,,0.342179668,436.886584,1189.859894,173.0710784,933.5055137,258.8485963,9.48077448,293.7676672,43.29793007,254.8954967,47.43465359,119.7028327,14.00060804,76.29521155,9.393798344,2.770282007,,5.097078116,3.738593856,,,0.042911587
5776,25951,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-9,,,,primary,1.031306969,,,,227.9774256,1315.292088,8.62E-02,,0.186580057,408.2244472,1123.331586,167.2674694,874.5479217,261.1506577,9.469030666,307.4619633,43.4788828,261.4208893,49.67106929,121.4944855,13.93622509,76.39482073,9.82834482,2.547342583,,4.596428104,3.278996955,,,0.04076864
5777,25952,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-10,,,,primary,6.559117831,,,,244.2139747,1389.311356,0.755572921,,1.365384088,524.2150244,1431.007242,213.9543658,1107.865538,308.8930119,10.08406507,360.3320053,51.14628712,294.1061843,55.79156532,132.6490113,15.4364864,79.73389754,10.08315705,2.785648914,,7.807205214,3.718345543,,,0.034063276
5778,25953,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-11,,,,primary,0.175266894,,,,215.6458662,1453.006137,0.114371093,,0.199943169,441.9967466,1241.372057,183.3122952,958.6520553,270.2250032,10.42168126,299.4591822,44.98287435,263.7183898,52.51229019,133.6493152,16.34414526,93.51046662,11.69617517,3.075808923,,5.577190263,3.574777931,,,0.045289241
5779,25954,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-12,,,,primary,0.424563226,,,,232.6229638,1685.462426,0.214627444,,0.950619753,524.7970218,1469.140787,219.2062932,1143.828097,337.6312037,11.84053392,388.5446678,57.80208757,332.9481603,65.16751112,157.2273032,18.44097907,99.81529401,12.46537281,3.645898214,,8.899916798,5.527737051,,,0.035478619
5780,25955,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-13,,,,primary,0.32134281,,,,211.3185432,3345.787111,0.780959862,,0.337320627,905.2262252,2531.240387,389.9017007,2017.488741,598.0782169,21.44849935,682.2379194,105.6466497,626.090442,120.7183968,307.5558451,37.68607635,207.3769302,26.47595575,3.509859514,,27.41641163,14.13427168,,,0.027500445
5781,25956,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-14,,,,primary,0.371574147,,,,222.4208066,1305.590739,0.152417961,,0.205776442,413.7175841,1114.689663,170.4910277,890.7571333,258.9022626,9.348110605,295.4669938,44.1498886,258.1619366,49.81407298,120.9460774,14.03547059,76.92497679,9.958743182,2.892547592,,4.454440973,2.991657946,,,0.042063422
5782,25957,[26664] ZHANG XIN (2023),samp. SH6–1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,SIHE NINGGUO-GUANGDE REGION,30.6277,30.6277,119.286,119.286,subaerial,,,MONZOGRANITE,PORPHYRITIC,,,,missing,SH6-1-15,,,,primary,0.992696124,,,,230.3063224,1429.541379,0.293622666,,0.312890828,447.4807296,1210.168267,183.2750631,955.3451536,277.5943998,10.17215503,311.5911254,47.4102846,273.4529566,52.66275442,130.4803982,15.2106929,83.10943557,10.51632374,2.734702701,,6.89882058,3.515475167,,,0.041916035
5783,26221,[26691] KUMAR D. (2023),samp. SDG15L/1,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,1,,,,primary,,,,,,,,,,62.36157936,233.6509146,47.64218226,298.3803766,109.0239931,31.39111499,128.2344249,18.95492924,101.7824857,18.76388476,43.90697406,,36.60119829,4.885903813,,,,,,,0.501532093
5784,26222,[26691] KUMAR D. (2023),samp. SDG15L/1,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,2,,,,primary,,,,,,,,,,23.37480049,94.71948177,22.15506939,164.5637134,73.45926866,20.52276653,98.76851118,15.56340928,90.58527733,17.21577709,41.12237502,,34.40945299,4.650931477,,,,,,,0.518622978
5785,26223,[26691] KUMAR D. (2023),samp. SDG15L/1,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,3,,,,primary,,,,,,,,,,43.94967317,167.5349632,35.79700337,231.0497935,91.77902925,29.09602708,129.3653489,19.38470362,106.8460949,20.23325682,47.43702088,,39.38607349,5.152255773,,,,,,,0.502228849
5786,26224,[26691] KUMAR D. (2023),samp. SDG15L/1,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,4,,,,primary,,,,,,,,,,25.21813299,118.5827786,28.43008651,201.446387,85.92968208,28.68467802,128.3813052,19.83933096,110.3805049,18.9828345,44.33237235,,38.71335192,5.522961048,,,,,,,0.515625335
5787,26225,[26691] KUMAR D. (2023),samp. SDG15L/1,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,5,,,,primary,,,,,,,,,,11.25111633,55.92898374,14.06212205,100.2195366,59.10816712,20.01704253,96.04209847,15.70676844,87.73433708,16.06182687,39.90906109,,34.19748499,5.180404617,,,,,,,0.579925469
5788,26226,[26691] KUMAR D. (2023),samp. SDG15L/2,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,3.1,,,,primary,,,,,,,,,,13.4484333,58.53959169,14.3836159,101.7493508,50.29242792,17.15391621,76.41024325,13.01305044,69.57935475,13.90122832,32.81679599,,29.21235814,3.504715719,,,,,,,0.677201729
5789,26227,[26691] KUMAR D. (2023),samp. SDG15L/2,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,6.1,,,,primary,,,,,,,,,,58.83994519,181.1820073,33.56695921,198.8365329,74.51546178,22.48668952,99.51360121,15.5672146,86.86527916,16.6355626,37.44313475,,29.04365164,3.398222407,,,,,,,0.559986477
5790,26228,[26691] KUMAR D. (2023),samp. SDG15L/2,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,7.1,,,,primary,,,,,,,,,,57.71964901,182.6225018,36.79945572,224.3968668,84.16919348,25.05795319,104.793672,16.48547991,90.22536662,17.10930191,39.38058584,,31.75743394,3.735929408,,,,,,,0.55756
5791,26229,[26691] KUMAR D. (2023),samp. SDG15L/2,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,9.1,,,,primary,,,,,,,,,,19.14988938,72.89361784,17.0143249,118.6196542,57.63188095,18.92668751,84.04647684,13.81274775,75.9397925,14.97016225,35.02283522,,29.03435439,3.533800263,,,,,,,0.634572663
5792,26230,[26691] KUMAR D. (2023),samp. SDG15L/1,INTRAPLATE VOLCANICS,SINGHBHUM CRATON / SINGHBHUM CRATON_PROTEROZOIC / CHHOTANAGPUR GRANITE GNEISSIC COMPLEX,SIMDEGA AREA,22.6,22.6,84.5,84.5,subaerial,,,LAMPROPHYRE,,,,,missing,10.1,,,,primary,,,,,,,,,,75.72283728,213.9963722,37.99066602,213.3324838,76.72651798,22.06596228,89.46281679,13.8068052,78.14723793,14.86619396,33.37871748,,24.94569054,3.145106237,,,,,,,0.60237261
5793,26702,[26815] SONG SHIWEI (2023),samp. ZX4-10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,ZHUXI WU-CU SKARN DEPOSIT,29,29,117,117,subaerial,,,LAMPROPHYRE,,,,,missing,ZX4-10A-08,,,,primary,,,,,,,,,,4361.75,10279.98,1326.62,5585.64,876.04,174.66,517.77,46.07,217.63,33.14,77.01,8.56,44.15,4.95,,,,,,,0.243810419
5794,26703,[26815] SONG SHIWEI (2023),samp. ZX4-10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,ZHUXI WU-CU SKARN DEPOSIT,29,29,117,117,subaerial,,,LAMPROPHYRE,,,,,missing,ZX4-10A-09,,,,primary,,,,,,,,,,68492.38,159184.58,20953.8,83822.92,12287.07,2366.81,7353.32,666.94,2890.57,460.19,1083.24,115.94,685.16,91.22,,,,,,,0.062117422
5795,26704,[26815] SONG SHIWEI (2023),samp. ZX4-10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,ZHUXI WU-CU SKARN DEPOSIT,29,29,117,117,subaerial,,,LAMPROPHYRE,,,,,missing,ZX4-10B-08,,,,primary,,,,,,,,,,89402.59,282138.26,45812.59,239094.49,98758.86,16112.52,141567.64,21031.15,96225.33,12632.79,25459.38,2497.81,10876.34,1284.79,,,,,,,0.007747634
5796,26705,[26815] SONG SHIWEI (2023),samp. ZX4-10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,ZHUXI WU-CU SKARN DEPOSIT,29,29,117,117,subaerial,,,LAMPROPHYRE,,,,,missing,ZX4-10D-12,,,,primary,,,,,,,,,,35301.06,80545.66,9649.99,39567.56,7393.12,1790.28,6709.98,684.82,3710.27,620.6,1524.09,154.2,805.53,131.4,,,,,,,0.066380958
5797,26706,[26815] SONG SHIWEI (2023),samp. ZX4-10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,ZHUXI WU-CU SKARN DEPOSIT,29,29,117,117,subaerial,,,LAMPROPHYRE,,,,,missing,ZX4-10E-03,,,,primary,,,,,,,,,,8254.05,21599.9,2913.84,13437.72,2577.85,863.8,2754.31,281.36,1581.63,287.69,788.87,85.08,516.52,88.46,,,,,,,0.132138453
5798,26707,[26815] SONG SHIWEI (2023),samp. ZX4-10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,ZHUXI WU-CU SKARN DEPOSIT,29,29,117,117,subaerial,,,LAMPROPHYRE,,,,,missing,ZX4-10E-04,,,,primary,,,,,,,,,,10818.19,28530.95,3899.32,17765.89,3564.33,1115.29,3351.48,386.15,2069.22,396,1081.66,115.6,664.4,99.67,,,,,,,0.119239427
5799,26708,[26815] SONG SHIWEI (2023),samp. ZX4-10,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / CHINA - MESOZOIC / ANHUI PROVINCE,ZHUXI WU-CU SKARN DEPOSIT,29,29,117,117,subaerial,,,LAMPROPHYRE,,,,,missing,ZX4-10E-05,,,,primary,,,,,,,,,,2364.4,6287.36,881.16,3746.17,763.98,236.73,715.03,80.6,410.75,82.07,213.8,25.75,135.4,22.52,,,,,,,0.256239275
5800,26761,[26834] CHANG JIA (2023),samp. YA6,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE,YAO^AN SANJIANG REGION,25.38616667,25.38616667,101.2565,101.2565,subaerial,,,CUMULATE CLINOPYROXENE-BIOTITE,,,,,missing,,,,,primary,36.24222879,,,0.194758023,5561.960031,599.4571874,17.77912514,0.138479033,20.18789776,4483.849865,9128.597766,1032.273395,4044.184811,625.2029485,140.7075406,394.6273051,,159.0456227,,44.06701988,,25.78565364,,,,156.3527215,19.73470001,,,0.305054467
5801,26762,[26834] CHANG JIA (2023),samp. YA8,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / YUNNAN PROVINCE,YAO^AN SANJIANG REGION,25.38616667,25.38616667,101.2565,101.2565,subaerial,,,NOT GIVEN,,,,,missing,,,,,primary,34.84715253,,,0.222353354,4013.579937,659.5693729,11.39068288,9.82E-02,20.88028316,4199.019709,8827.126932,1021.23607,3824.05979,555.7072487,115.2412194,343.1865009,,152.4348706,,53.04493648,,31.86210575,,,,92.07784335,11.24105264,,,0.304727939
5802,26763,[26836] ZHU QINGBO (2023),samp. 201SC02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / ANHUI PROVINCE / SHEXIAN PLUTON,,29.9178,29.9178,118.5236,118.5236,subaerial,,,GRANODIORITE,,,,,missing,1,,,,primary,1.15,,,0.414,128.6,2227,0.87,0.057,3.91,177.9,677.4,118.2,670.7,311.9,8.04,415.6,77.25,510.1,93.24,236.5,31.3,191,24.77,75.25,,4.12,96.99,,,0.02343314
5803,26764,[26836] ZHU QINGBO (2023),samp. 201SC02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / ANHUI PROVINCE / SHEXIAN PLUTON,,29.9178,29.9178,118.5236,118.5236,subaerial,,,GRANODIORITE,,,,,missing,2,,,,primary,0.259,,,0.142,129.4,1358,0.83,0.075,2.1,97.34,410.8,77.1,460.3,230.2,7.79,287,52.48,334.2,58.39,143.9,18.73,111.4,13.96,44,,0.075,38.65,,,0.038270185
5804,26765,[26836] ZHU QINGBO (2023),samp. 201SC02,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / ANHUI PROVINCE / SHEXIAN PLUTON,,29.9178,29.9178,118.5236,118.5236,subaerial,,,GRANODIORITE,,,,,missing,3,,,,primary,0.27,,,0.172,117.2,1907,0.93,0.072,2.92,178.7,642,108.3,622,290.6,8.72,364.4,67.44,441.3,79.33,203.7,28.68,180.8,23.59,86.4,,2.57,127,,,0.030029491
